Date,Product_Category,Region,Units_Sold,Unit_Price,Total_Sales,Month,Year,Day_of_Week,Quarter
2024-08-18,Sports,East,20,11.8,236.06,8,2024,Sunday,Q3
2024-08-18,Sports,West,10,22.93,229.27,8,2024,Sunday,Q3
2024-08-19,Electronics,North,15,28.68,430.15,8,2024,Monday,Q3
2024-08-19,Electronics,South,9,44.09,396.77,8,2024,Monday,Q3
2024-08-19,Electronics,East,17,19.91,338.51,8,2024,Monday,Q3
2024-08-19,Electronics,West,10,44.11,441.15,8,2024,Monday,Q3
2024-08-19,Clothing,North,8,24.31,194.47,8,2024,Monday,Q3
2024-08-19,Clothing,South,21,11.05,232.05,8,2024,Monday,Q3
2024-08-19,Clothing,East,6,36.78,220.7,8,2024,Monday,Q3
2024-08-19,Clothing,West,13,15.84,205.88,8,2024,Monday,Q3
2024-08-19,Groceries,North,23,33.14,762.24,8,2024,Monday,Q3
2024-08-19,Groceries,South,34,22.03,749.0,8,2024,Monday,Q3
2024-08-19,Groceries,East,26,29.17,758.32,8,2024,Monday,Q3
2024-08-19,Groceries,West,55,14.13,776.96,8,2024,Monday,Q3
2024-08-19,Furniture,North,5,30.44,152.18,8,2024,Monday,Q3
2024-08-19,Furniture,South,2,59.66,119.32,8,2024,Monday,Q3
2024-08-19,Furniture,East,5,21.95,109.76,8,2024,Monday,Q3
2024-08-19,Furniture,West,2,56.16,112.31,8,2024,Monday,Q3
2024-08-19,Sports,North,4,55.66,222.63,8,2024,Monday,Q3
2024-08-19,Sports,South,3,51.75,155.26,8,2024,Monday,Q3
2024-08-19,Sports,East,8,18.76,150.11,8,2024,Monday,Q3
2024-08-19,Sports,West,6,32.58,195.48,8,2024,Monday,Q3
2024-08-20,Electronics,North,12,34.83,417.93,8,2024,Tuesday,Q3
2024-08-20,Electronics,South,14,29.22,409.01,8,2024,Tuesday,Q3
2024-08-20,Electronics,East,8,53.05,424.44,8,2024,Tuesday,Q3
2024-08-20,Electronics,West,8,50.88,407.08,8,2024,Tuesday,Q3
2024-08-20,Clothing,North,15,19.61,294.17,8,2024,Tuesday,Q3
2024-08-20,Clothing,South,6,43.36,260.16,8,2024,Tuesday,Q3
2024-08-20,Clothing,East,13,20.71,269.26,8,2024,Tuesday,Q3
2024-08-20,Clothing,West,8,32.25,258.0,8,2024,Tuesday,Q3
2024-08-20,Groceries,North,54,13.57,732.92,8,2024,Tuesday,Q3
2024-08-20,Groceries,South,19,41.34,785.41,8,2024,Tuesday,Q3
2024-08-20,Groceries,East,24,30.28,726.66,8,2024,Tuesday,Q3
2024-08-20,Groceries,West,56,13.01,728.74,8,2024,Tuesday,Q3
2024-08-20,Furniture,North,8,22.1,176.8,8,2024,Tuesday,Q3
2024-08-20,Furniture,South,3,57.8,173.4,8,2024,Tuesday,Q3
2024-08-20,Furniture,East,2,55.44,110.89,8,2024,Tuesday,Q3
2024-08-20,Furniture,West,4,42.95,171.79,8,2024,Tuesday,Q3
2024-08-20,Sports,North,4,49.12,196.47,8,2024,Tuesday,Q3
2024-08-20,Sports,South,6,25.93,155.61,8,2024,Tuesday,Q3
2024-08-20,Sports,East,10,14.73,147.31,8,2024,Tuesday,Q3
2024-08-20,Sports,West,4,38.07,152.29,8,2024,Tuesday,Q3
2024-08-21,Electronics,North,9,50.74,456.63,8,2024,Wednesday,Q3
2024-08-21,Electronics,South,8,51.16,409.29,8,2024,Wednesday,Q3
2024-08-21,Electronics,East,20,21.96,439.25,8,2024,Wednesday,Q3
2024-08-21,Electronics,West,33,13.39,441.76,8,2024,Wednesday,Q3
2024-08-21,Clothing,North,4,52.88,211.52,8,2024,Wednesday,Q3
2024-08-21,Clothing,South,9,25.71,231.36,8,2024,Wednesday,Q3
2024-08-21,Clothing,East,10,20.31,203.07,8,2024,Wednesday,Q3
2024-08-21,Clothing,West,6,37.54,225.21,8,2024,Wednesday,Q3
2024-08-21,Groceries,North,22,32.6,717.31,8,2024,Wednesday,Q3
2024-08-21,Groceries,South,26,28.75,747.47,8,2024,Wednesday,Q3
2024-08-21,Groceries,East,25,30.53,763.28,8,2024,Wednesday,Q3
2024-08-21,Groceries,West,29,23.65,685.77,8,2024,Wednesday,Q3
2024-08-21,Furniture,North,2,49.16,98.31,8,2024,Wednesday,Q3
2024-08-21,Furniture,South,3,53.59,160.76,8,2024,Wednesday,Q3
2024-08-21,Furniture,East,2,57.4,114.81,8,2024,Wednesday,Q3
2024-08-21,Furniture,West,4,44.98,179.92,8,2024,Wednesday,Q3
2024-08-21,Sports,North,7,31.13,217.92,8,2024,Wednesday,Q3
2024-08-21,Sports,South,3,50.45,151.35,8,2024,Wednesday,Q3
2024-08-21,Sports,East,5,38.39,191.96,8,2024,Wednesday,Q3
2024-08-21,Sports,West,7,25.32,177.22,8,2024,Wednesday,Q3
2024-08-22,Electronics,North,23,16.33,375.62,8,2024,Thursday,Q3
2024-08-22,Electronics,South,31,12.95,401.36,8,2024,Thursday,Q3
2024-08-22,Electronics,East,17,24.52,416.77,8,2024,Thursday,Q3
2024-08-22,Electronics,West,35,10.62,371.74,8,2024,Thursday,Q3
2024-08-22,Clothing,North,10,19.73,197.33,8,2024,Thursday,Q3
2024-08-22,Clothing,South,16,14.86,237.7,8,2024,Thursday,Q3
2024-08-22,Clothing,East,10,20.29,202.9,8,2024,Thursday,Q3
2024-08-22,Clothing,West,8,28.97,231.74,8,2024,Thursday,Q3
2024-08-22,Groceries,North,30,24.14,724.32,8,2024,Thursday,Q3
2024-08-22,Groceries,South,15,46.21,693.1,8,2024,Thursday,Q3
2024-08-22,Groceries,East,16,50.37,806.0,8,2024,Thursday,Q3
2024-08-22,Groceries,West,29,26.18,759.36,8,2024,Thursday,Q3
2024-08-22,Furniture,North,2,33.83,67.66,8,2024,Thursday,Q3
2024-08-22,Furniture,South,12,13.27,159.22,8,2024,Thursday,Q3
2024-08-22,Furniture,East,2,54.26,108.52,8,2024,Thursday,Q3
2024-08-22,Furniture,West,9,12.41,111.71,8,2024,Thursday,Q3
2024-08-22,Sports,North,5,35.91,179.55,8,2024,Thursday,Q3
2024-08-22,Sports,South,6,30.05,180.29,8,2024,Thursday,Q3
2024-08-22,Sports,East,12,15.61,187.31,8,2024,Thursday,Q3
2024-08-22,Sports,West,8,24.18,193.48,8,2024,Thursday,Q3
2024-08-23,Electronics,North,12,36.11,433.35,8,2024,Friday,Q3
2024-08-23,Electronics,South,13,33.65,437.5,8,2024,Friday,Q3
2024-08-23,Electronics,East,11,43.01,473.13,8,2024,Friday,Q3
2024-08-23,Electronics,West,24,15.66,375.83,8,2024,Friday,Q3
2024-08-23,Clothing,North,6,36.14,216.81,8,2024,Friday,Q3
2024-08-23,Clothing,South,9,25.28,227.51,8,2024,Friday,Q3
2024-08-23,Clothing,East,6,28.76,172.56,8,2024,Friday,Q3
2024-08-23,Clothing,West,12,15.14,181.65,8,2024,Friday,Q3
2024-08-23,Groceries,North,23,29.57,680.14,8,2024,Friday,Q3
2024-08-23,Groceries,South,15,46.47,697.01,8,2024,Friday,Q3
2024-08-23,Groceries,East,64,11.59,741.83,8,2024,Friday,Q3
2024-08-23,Groceries,West,30,23.06,691.74,8,2024,Friday,Q3
2024-08-23,Furniture,North,3,34.99,104.96,8,2024,Friday,Q3
2024-08-23,Furniture,South,5,25.46,127.29,8,2024,Friday,Q3
2024-08-23,Furniture,East,10,11.68,116.84,8,2024,Friday,Q3
2024-08-23,Furniture,West,8,15.14,121.11,8,2024,Friday,Q3
2024-08-23,Sports,North,12,17.03,204.38,8,2024,Friday,Q3
2024-08-23,Sports,South,7,27.4,191.78,8,2024,Friday,Q3
2024-08-23,Sports,East,12,18.22,218.68,8,2024,Friday,Q3
2024-08-23,Sports,West,2,69.31,138.62,8,2024,Friday,Q3
2024-08-24,Electronics,North,13,40.48,526.21,8,2024,Saturday,Q3
2024-08-24,Electronics,South,11,41.76,459.41,8,2024,Saturday,Q3
2024-08-24,Electronics,East,9,49.99,449.95,8,2024,Saturday,Q3
2024-08-24,Electronics,West,13,40.06,520.81,8,2024,Saturday,Q3
2024-08-24,Clothing,North,7,45.47,318.29,8,2024,Saturday,Q3
2024-08-24,Clothing,South,9,30.94,278.46,8,2024,Saturday,Q3
2024-08-24,Clothing,East,12,22.84,274.09,8,2024,Saturday,Q3
2024-08-24,Clothing,West,8,39.63,317.01,8,2024,Saturday,Q3
2024-08-24,Groceries,North,43,17.79,764.82,8,2024,Saturday,Q3
2024-08-24,Groceries,South,22,34.97,769.34,8,2024,Saturday,Q3
2024-08-24,Groceries,East,54,14.88,803.27,8,2024,Saturday,Q3
2024-08-24,Groceries,West,19,44.66,848.47,8,2024,Saturday,Q3
2024-08-24,Furniture,North,10,20.58,205.79,8,2024,Saturday,Q3
2024-08-24,Furniture,South,3,61.33,183.99,8,2024,Saturday,Q3
2024-08-24,Furniture,East,6,36.82,220.91,8,2024,Saturday,Q3
2024-08-24,Furniture,West,8,31.99,255.9,8,2024,Saturday,Q3
2024-08-24,Sports,North,9,30.11,270.99,8,2024,Saturday,Q3
2024-08-24,Sports,South,6,39.05,234.31,8,2024,Saturday,Q3
2024-08-24,Sports,East,11,20.52,225.68,8,2024,Saturday,Q3
2024-08-24,Sports,West,16,20.44,327.04,8,2024,Saturday,Q3
2024-08-25,Electronics,North,17,28.78,489.33,8,2024,Sunday,Q3
2024-08-25,Electronics,South,16,31.93,510.81,8,2024,Sunday,Q3
2024-08-25,Electronics,East,43,12.41,533.66,8,2024,Sunday,Q3
2024-08-25,Electronics,West,10,48.92,489.23,8,2024,Sunday,Q3
2024-08-25,Clothing,North,6,48.91,293.48,8,2024,Sunday,Q3
2024-08-25,Clothing,South,9,39.7,357.33,8,2024,Sunday,Q3
2024-08-25,Clothing,East,10,30.44,304.41,8,2024,Sunday,Q3
2024-08-25,Clothing,West,10,32.88,328.78,8,2024,Sunday,Q3
2024-08-25,Groceries,North,17,49.32,838.41,8,2024,Sunday,Q3
2024-08-25,Groceries,South,17,50.13,852.28,8,2024,Sunday,Q3
2024-08-25,Groceries,East,24,34.2,820.9,8,2024,Sunday,Q3
2024-08-25,Groceries,West,27,29.09,785.55,8,2024,Sunday,Q3
2024-08-25,Furniture,North,4,44.68,178.72,8,2024,Sunday,Q3
2024-08-25,Furniture,South,8,31.42,251.4,8,2024,Sunday,Q3
2024-08-25,Furniture,East,10,19.63,196.32,8,2024,Sunday,Q3
2024-08-25,Furniture,West,5,31.53,157.64,8,2024,Sunday,Q3
2024-08-25,Sports,North,8,42.02,336.18,8,2024,Sunday,Q3
2024-08-25,Sports,South,6,45.79,274.75,8,2024,Sunday,Q3
2024-08-25,Sports,East,6,39.18,235.06,8,2024,Sunday,Q3
2024-08-25,Sports,West,8,31.49,251.91,8,2024,Sunday,Q3
2024-08-26,Electronics,North,26,14.99,389.73,8,2024,Monday,Q3
2024-08-26,Electronics,South,18,22.37,402.59,8,2024,Monday,Q3
2024-08-26,Electronics,East,11,34.61,380.68,8,2024,Monday,Q3
2024-08-26,Electronics,West,14,24.52,343.31,8,2024,Monday,Q3
2024-08-26,Clothing,North,8,28.03,224.2,8,2024,Monday,Q3
2024-08-26,Clothing,South,20,12.48,249.51,8,2024,Monday,Q3
2024-08-26,Clothing,East,8,34.11,272.84,8,2024,Monday,Q3
2024-08-26,Clothing,West,5,54.21,271.03,8,2024,Monday,Q3
2024-08-26,Groceries,North,59,12.54,739.99,8,2024,Monday,Q3
2024-08-26,Groceries,South,32,22.99,735.57,8,2024,Monday,Q3
2024-08-26,Groceries,East,27,28.08,758.12,8,2024,Monday,Q3
2024-08-26,Groceries,West,16,42.85,685.58,8,2024,Monday,Q3
2024-08-26,Furniture,North,3,28.34,85.03,8,2024,Monday,Q3
2024-08-26,Furniture,South,6,18.01,108.08,8,2024,Monday,Q3
2024-08-26,Furniture,East,10,10.66,106.63,8,2024,Monday,Q3
2024-08-26,Furniture,West,2,52.72,105.44,8,2024,Monday,Q3
2024-08-26,Sports,North,6,27.53,165.21,8,2024,Monday,Q3
2024-08-26,Sports,South,3,57.5,172.5,8,2024,Monday,Q3
2024-08-26,Sports,East,5,36.85,184.23,8,2024,Monday,Q3
2024-08-26,Sports,West,3,58.22,174.67,8,2024,Monday,Q3
2024-08-27,Electronics,North,10,40.37,403.66,8,2024,Tuesday,Q3
2024-08-27,Electronics,South,7,56.5,395.52,8,2024,Tuesday,Q3
2024-08-27,Electronics,East,32,13.42,429.37,8,2024,Tuesday,Q3
2024-08-27,Electronics,West,18,25.63,461.26,8,2024,Tuesday,Q3
2024-08-27,Clothing,North,10,21.54,215.38,8,2024,Tuesday,Q3
2024-08-27,Clothing,South,8,25.78,206.22,8,2024,Tuesday,Q3
2024-08-27,Clothing,East,9,23.97,215.73,8,2024,Tuesday,Q3
2024-08-27,Clothing,West,11,20.92,230.13,8,2024,Tuesday,Q3
2024-08-27,Groceries,North,35,19.85,694.62,8,2024,Tuesday,Q3
2024-08-27,Groceries,South,14,48.68,681.46,8,2024,Tuesday,Q3
2024-08-27,Groceries,East,24,28.93,694.39,8,2024,Tuesday,Q3
2024-08-27,Groceries,West,41,17.49,717.13,8,2024,Tuesday,Q3
2024-08-27,Furniture,North,6,16.99,101.96,8,2024,Tuesday,Q3
2024-08-27,Furniture,South,2,47.6,95.19,8,2024,Tuesday,Q3
2024-08-27,Furniture,East,2,54.48,108.96,8,2024,Tuesday,Q3
2024-08-27,Furniture,West,6,27.0,162.0,8,2024,Tuesday,Q3
2024-08-27,Sports,North,5,32.53,162.63,8,2024,Tuesday,Q3
2024-08-27,Sports,South,11,12.63,138.98,8,2024,Tuesday,Q3
2024-08-27,Sports,East,4,52.67,210.7,8,2024,Tuesday,Q3
2024-08-27,Sports,West,13,15.16,197.03,8,2024,Tuesday,Q3
2024-08-28,Electronics,North,13,32.59,423.63,8,2024,Wednesday,Q3
2024-08-28,Electronics,South,20,22.98,459.51,8,2024,Wednesday,Q3
2024-08-28,Electronics,East,16,26.94,431.01,8,2024,Wednesday,Q3
2024-08-28,Electronics,West,18,23.97,431.38,8,2024,Wednesday,Q3
2024-08-28,Clothing,North,7,30.96,216.72,8,2024,Wednesday,Q3
2024-08-28,Clothing,South,6,42.53,255.16,8,2024,Wednesday,Q3
2024-08-28,Clothing,East,3,60.81,182.42,8,2024,Wednesday,Q3
2024-08-28,Clothing,West,4,61.55,246.19,8,2024,Wednesday,Q3
2024-08-28,Groceries,North,24,33.34,800.14,8,2024,Wednesday,Q3
2024-08-28,Groceries,South,25,30.2,754.92,8,2024,Wednesday,Q3
2024-08-28,Groceries,East,40,18.56,742.32,8,2024,Wednesday,Q3
2024-08-28,Groceries,West,14,49.86,697.98,8,2024,Wednesday,Q3
2024-08-28,Furniture,North,4,44.94,179.74,8,2024,Wednesday,Q3
2024-08-28,Furniture,South,4,23.9,95.61,8,2024,Wednesday,Q3
2024-08-28,Furniture,East,2,60.48,120.97,8,2024,Wednesday,Q3
2024-08-28,Furniture,West,4,30.71,122.82,8,2024,Wednesday,Q3
2024-08-28,Sports,North,7,14.57,101.98,8,2024,Wednesday,Q3
2024-08-28,Sports,South,7,25.75,180.25,8,2024,Wednesday,Q3
2024-08-28,Sports,East,3,49.69,149.06,8,2024,Wednesday,Q3
2024-08-28,Sports,West,3,30.87,92.6,8,2024,Wednesday,Q3
2024-08-29,Electronics,North,11,40.49,445.36,8,2024,Thursday,Q3
2024-08-29,Electronics,South,37,11.21,414.66,8,2024,Thursday,Q3
2024-08-29,Electronics,East,10,37.81,378.06,8,2024,Thursday,Q3
2024-08-29,Electronics,West,11,40.46,445.06,8,2024,Thursday,Q3
2024-08-29,Clothing,North,7,27.33,191.34,8,2024,Thursday,Q3
2024-08-29,Clothing,South,5,38.89,194.46,8,2024,Thursday,Q3
2024-08-29,Clothing,East,5,46.95,234.75,8,2024,Thursday,Q3
2024-08-29,Clothing,West,7,23.87,167.07,8,2024,Thursday,Q3
2024-08-29,Groceries,North,51,14.11,719.5,8,2024,Thursday,Q3
2024-08-29,Groceries,South,60,12.27,736.12,8,2024,Thursday,Q3
2024-08-29,Groceries,East,15,45.57,683.62,8,2024,Thursday,Q3
2024-08-29,Groceries,West,17,40.93,695.8,8,2024,Thursday,Q3
2024-08-29,Furniture,North,4,31.75,127.0,8,2024,Thursday,Q3
2024-08-29,Furniture,South,7,21.26,148.81,8,2024,Thursday,Q3
2024-08-29,Furniture,East,6,29.18,175.08,8,2024,Thursday,Q3
2024-08-29,Furniture,West,3,52.97,158.91,8,2024,Thursday,Q3
2024-08-29,Sports,North,5,40.29,201.45,8,2024,Thursday,Q3
2024-08-29,Sports,South,8,22.91,183.28,8,2024,Thursday,Q3
2024-08-29,Sports,East,4,36.11,144.42,8,2024,Thursday,Q3
2024-08-29,Sports,West,7,27.6,193.19,8,2024,Thursday,Q3
2024-08-30,Electronics,North,18,22.83,410.88,8,2024,Friday,Q3
2024-08-30,Electronics,South,26,14.84,385.85,8,2024,Friday,Q3
2024-08-30,Electronics,East,17,24.64,418.96,8,2024,Friday,Q3
2024-08-30,Electronics,West,15,30.58,458.67,8,2024,Friday,Q3
2024-08-30,Clothing,North,3,60.75,182.24,8,2024,Friday,Q3
2024-08-30,Clothing,South,9,33.54,301.85,8,2024,Friday,Q3
2024-08-30,Clothing,East,6,34.98,209.88,8,2024,Friday,Q3
2024-08-30,Clothing,West,15,12.6,188.99,8,2024,Friday,Q3
2024-08-30,Groceries,North,49,14.39,705.32,8,2024,Friday,Q3
2024-08-30,Groceries,South,17,45.69,776.68,8,2024,Friday,Q3
2024-08-30,Groceries,East,40,17.52,700.64,8,2024,Friday,Q3
2024-08-30,Groceries,West,14,49.11,687.48,8,2024,Friday,Q3
2024-08-30,Furniture,North,12,11.95,143.39,8,2024,Friday,Q3
2024-08-30,Furniture,South,4,36.77,147.09,8,2024,Friday,Q3
2024-08-30,Furniture,East,2,31.05,62.11,8,2024,Friday,Q3
2024-08-30,Furniture,West,3,51.92,155.75,8,2024,Friday,Q3
2024-08-30,Sports,North,6,28.49,170.92,8,2024,Friday,Q3
2024-08-30,Sports,South,4,40.58,162.33,8,2024,Friday,Q3
2024-08-30,Sports,East,4,37.63,150.53,8,2024,Friday,Q3
2024-08-30,Sports,West,3,49.21,147.63,8,2024,Friday,Q3
2024-08-31,Electronics,North,18,27.99,503.9,8,2024,Saturday,Q3
2024-08-31,Electronics,South,11,42.86,471.48,8,2024,Saturday,Q3
2024-08-31,Electronics,East,14,38.11,533.52,8,2024,Saturday,Q3
2024-08-31,Electronics,West,39,15.18,592.07,8,2024,Saturday,Q3
2024-08-31,Clothing,North,6,48.99,293.95,8,2024,Saturday,Q3
2024-08-31,Clothing,South,23,15.6,358.82,8,2024,Saturday,Q3
2024-08-31,Clothing,East,9,33.86,304.7,8,2024,Saturday,Q3
2024-08-31,Clothing,West,6,49.15,294.88,8,2024,Saturday,Q3
2024-08-31,Groceries,North,35,23.21,812.35,8,2024,Saturday,Q3
2024-08-31,Groceries,South,59,13.63,804.3,8,2024,Saturday,Q3
2024-08-31,Groceries,East,23,35.42,814.56,8,2024,Saturday,Q3
2024-08-31,Groceries,West,24,33.93,814.43,8,2024,Saturday,Q3
2024-08-31,Furniture,North,11,16.57,182.26,8,2024,Saturday,Q3
2024-08-31,Furniture,South,7,28.85,201.94,8,2024,Saturday,Q3
2024-08-31,Furniture,East,4,53.71,214.83,8,2024,Saturday,Q3
2024-08-31,Furniture,West,18,12.29,221.23,8,2024,Saturday,Q3
2024-08-31,Sports,North,18,11.98,215.58,8,2024,Saturday,Q3
2024-08-31,Sports,South,11,21.51,236.66,8,2024,Saturday,Q3
2024-08-31,Sports,East,14,16.7,233.73,8,2024,Saturday,Q3
2024-08-31,Sports,West,6,33.77,202.64,8,2024,Saturday,Q3
2024-09-01,Electronics,North,11,45.59,501.47,9,2024,Sunday,Q3
2024-09-01,Electronics,South,11,45.89,504.77,9,2024,Sunday,Q3
2024-09-01,Electronics,East,13,41.74,542.63,9,2024,Sunday,Q3
2024-09-01,Electronics,West,25,18.9,472.44,9,2024,Sunday,Q3
2024-09-01,Clothing,North,27,10.84,292.74,9,2024,Sunday,Q3
2024-09-01,Clothing,South,9,36.72,330.46,9,2024,Sunday,Q3
2024-09-01,Clothing,East,16,19.6,313.55,9,2024,Sunday,Q3
2024-09-01,Clothing,West,12,29.52,354.24,9,2024,Sunday,Q3
2024-09-01,Groceries,North,18,44.83,806.92,9,2024,Sunday,Q3
2024-09-01,Groceries,South,19,41.82,794.55,9,2024,Sunday,Q3
2024-09-01,Groceries,East,30,26.02,780.66,9,2024,Sunday,Q3
2024-09-01,Groceries,West,25,30.66,766.43,9,2024,Sunday,Q3
2024-09-01,Furniture,North,8,24.89,199.12,9,2024,Sunday,Q3
2024-09-01,Furniture,South,5,36.9,184.48,9,2024,Sunday,Q3
2024-09-01,Furniture,East,4,49.22,196.89,9,2024,Sunday,Q3
2024-09-01,Furniture,West,6,40.66,243.98,9,2024,Sunday,Q3
2024-09-01,Sports,North,5,51.38,256.89,9,2024,Sunday,Q3
2024-09-01,Sports,South,5,39.37,196.85,9,2024,Sunday,Q3
2024-09-01,Sports,East,7,30.62,214.35,9,2024,Sunday,Q3
2024-09-01,Sports,West,8,30.36,242.9,9,2024,Sunday,Q3
2024-09-02,Electronics,North,17,23.67,402.45,9,2024,Monday,Q3
2024-09-02,Electronics,South,33,13.87,457.61,9,2024,Monday,Q3
2024-09-02,Electronics,East,17,24.3,413.16,9,2024,Monday,Q3
2024-09-02,Electronics,West,12,33.15,397.83,9,2024,Monday,Q3
2024-09-02,Clothing,North,8,31.2,249.64,9,2024,Monday,Q3
2024-09-02,Clothing,South,6,35.86,215.19,9,2024,Monday,Q3
2024-09-02,Clothing,East,9,15.83,142.45,9,2024,Monday,Q3
2024-09-02,Clothing,West,13,15.91,206.78,9,2024,Monday,Q3
2024-09-02,Groceries,North,34,21.49,730.72,9,2024,Monday,Q3
2024-09-02,Groceries,South,14,49.92,698.89,9,2024,Monday,Q3
2024-09-02,Groceries,East,18,40.73,733.06,9,2024,Monday,Q3
2024-09-02,Groceries,West,62,12.02,744.98,9,2024,Monday,Q3
2024-09-02,Furniture,North,11,12.32,135.52,9,2024,Monday,Q3
2024-09-02,Furniture,South,5,23.73,118.64,9,2024,Monday,Q3
2024-09-02,Furniture,East,8,14.8,118.41,9,2024,Monday,Q3
2024-09-02,Furniture,West,3,32.37,97.1,9,2024,Monday,Q3
2024-09-02,Sports,North,3,47.33,142.0,9,2024,Monday,Q3
2024-09-02,Sports,South,14,12.93,180.97,9,2024,Monday,Q3
2024-09-02,Sports,East,3,50.55,151.65,9,2024,Monday,Q3
2024-09-02,Sports,West,3,47.8,143.41,9,2024,Monday,Q3
2024-09-03,Electronics,North,9,45.33,407.97,9,2024,Tuesday,Q3
2024-09-03,Electronics,South,11,37.27,409.96,9,2024,Tuesday,Q3
2024-09-03,Electronics,East,9,46.72,420.46,9,2024,Tuesday,Q3
2024-09-03,Electronics,West,29,13.06,378.66,9,2024,Tuesday,Q3
2024-09-03,Clothing,North,5,41.56,207.78,9,2024,Tuesday,Q3
2024-09-03,Clothing,South,11,18.38,202.21,9,2024,Tuesday,Q3
2024-09-03,Clothing,East,7,33.1,231.67,9,2024,Tuesday,Q3
2024-09-03,Clothing,West,16,14.76,236.21,9,2024,Tuesday,Q3
2024-09-03,Groceries,North,25,28.57,714.24,9,2024,Tuesday,Q3
2024-09-03,Groceries,South,14,51.69,723.65,9,2024,Tuesday,Q3
2024-09-03,Groceries,East,26,27.32,710.44,9,2024,Tuesday,Q3
2024-09-03,Groceries,West,54,13.84,747.63,9,2024,Tuesday,Q3
2024-09-03,Furniture,North,3,48.96,146.87,9,2024,Tuesday,Q3
2024-09-03,Furniture,South,4,22.52,90.09,9,2024,Tuesday,Q3
2024-09-03,Furniture,East,1,71.71,71.71,9,2024,Tuesday,Q3
2024-09-03,Furniture,West,8,16.78,134.24,9,2024,Tuesday,Q3
2024-09-03,Sports,North,11,11.62,127.8,9,2024,Tuesday,Q3
2024-09-03,Sports,South,13,15.38,199.98,9,2024,Tuesday,Q3
2024-09-03,Sports,East,3,42.64,127.91,9,2024,Tuesday,Q3
2024-09-03,Sports,West,7,26.6,186.17,9,2024,Tuesday,Q3
2024-09-04,Electronics,North,18,22.84,411.21,9,2024,Wednesday,Q3
2024-09-04,Electronics,South,29,16.27,471.87,9,2024,Wednesday,Q3
2024-09-04,Electronics,East,11,40.88,449.67,9,2024,Wednesday,Q3
2024-09-04,Electronics,West,22,16.84,370.56,9,2024,Wednesday,Q3
2024-09-04,Clothing,North,9,20.31,182.78,9,2024,Wednesday,Q3
2024-09-04,Clothing,South,7,32.71,229.0,9,2024,Wednesday,Q3
2024-09-04,Clothing,East,5,48.48,242.38,9,2024,Wednesday,Q3
2024-09-04,Clothing,West,10,17.55,175.47,9,2024,Wednesday,Q3
2024-09-04,Groceries,North,43,17.13,736.49,9,2024,Wednesday,Q3
2024-09-04,Groceries,South,29,24.73,717.2,9,2024,Wednesday,Q3
2024-09-04,Groceries,East,19,38.06,723.22,9,2024,Wednesday,Q3
2024-09-04,Groceries,West,18,38.18,687.17,9,2024,Wednesday,Q3
2024-09-04,Furniture,North,14,11.61,162.61,9,2024,Wednesday,Q3
2024-09-04,Furniture,South,2,60.89,121.77,9,2024,Wednesday,Q3
2024-09-04,Furniture,East,2,50.61,101.22,9,2024,Wednesday,Q3
2024-09-04,Furniture,West,2,52.22,104.44,9,2024,Wednesday,Q3
2024-09-04,Sports,North,3,50.75,152.24,9,2024,Wednesday,Q3
2024-09-04,Sports,South,4,42.7,170.79,9,2024,Wednesday,Q3
2024-09-04,Sports,East,4,40.99,163.95,9,2024,Wednesday,Q3
2024-09-04,Sports,West,4,30.31,121.25,9,2024,Wednesday,Q3
2024-09-05,Electronics,North,23,15.9,365.61,9,2024,Thursday,Q3
2024-09-05,Electronics,South,18,24.14,434.48,9,2024,Thursday,Q3
2024-09-05,Electronics,East,23,18.44,424.18,9,2024,Thursday,Q3
2024-09-05,Electronics,West,10,45.91,459.14,9,2024,Thursday,Q3
2024-09-05,Clothing,North,6,28.9,173.43,9,2024,Thursday,Q3
2024-09-05,Clothing,South,11,19.03,209.34,9,2024,Thursday,Q3
2024-09-05,Clothing,East,8,26.3,210.42,9,2024,Thursday,Q3
2024-09-05,Clothing,West,3,47.16,141.49,9,2024,Thursday,Q3
2024-09-05,Groceries,North,29,24.37,706.73,9,2024,Thursday,Q3
2024-09-05,Groceries,South,18,40.46,728.32,9,2024,Thursday,Q3
2024-09-05,Groceries,East,14,45.5,637.03,9,2024,Thursday,Q3
2024-09-05,Groceries,West,16,46.54,744.67,9,2024,Thursday,Q3
2024-09-05,Furniture,North,2,37.41,74.82,9,2024,Thursday,Q3
2024-09-05,Furniture,South,4,30.77,123.09,9,2024,Thursday,Q3
2024-09-05,Furniture,East,2,31.93,63.86,9,2024,Thursday,Q3
2024-09-05,Furniture,West,3,32.83,98.48,9,2024,Thursday,Q3
2024-09-05,Sports,North,3,55.33,166.0,9,2024,Thursday,Q3
2024-09-05,Sports,South,3,53.22,159.65,9,2024,Thursday,Q3
2024-09-05,Sports,East,2,55.93,111.85,9,2024,Thursday,Q3
2024-09-05,Sports,West,3,41.25,123.76,9,2024,Thursday,Q3
2024-09-06,Electronics,North,11,34.75,382.29,9,2024,Friday,Q3
2024-09-06,Electronics,South,9,46.56,419.08,9,2024,Friday,Q3
2024-09-06,Electronics,East,13,31.07,403.85,9,2024,Friday,Q3
2024-09-06,Electronics,West,10,39.21,392.09,9,2024,Friday,Q3
2024-09-06,Clothing,North,4,55.75,222.98,9,2024,Friday,Q3
2024-09-06,Clothing,South,15,14.74,221.04,9,2024,Friday,Q3
